,Date,Team,Acquired,Relinquished,Notes,PLAYER_ID,TEAM_ID,NICKNAME,inj_MIN,inj_FGA,inj_FG_PCT,inj_FG3A,inj_FG3_PCT,inj_FTA,inj_FT_PCT,inj_REB,inj_AST,inj_STL,inj_BLK,inj_TO,inj_PF,inj_PTS,inj_PLUS_MINUS,p5_MIN,p5_FGA,p5_FG_PCT,p5_FG3A,p5_FG3_PCT,p5_FTA,p5_FT_PCT,p5_REB,p5_AST,p5_STL,p5_BLK,p5_TO,p5_PF,p5_PTS,p5_PLUS_MINUS
18,2011-01-18,Bulls,,Carlos Boozer,sprained left ankle (DNP),2430,1610612741,Bulls,,,,,,,,,,,,,,,,31.766666666666666,14.5,0.59625,0.0,0.0,2.0,0.375,10.25,1.5,0.25,0.25,2.25,3.5,19.0,1.5
19,2011-01-20,Bulls,,Carlos Boozer,sprained left ankle (DNP),2430,1610612741,Bulls,,,,,,,,,,,,,,,,30.477777777777778,13.666666666666666,0.5596666666666666,0.0,0.0,1.3333333333333333,0.25,10.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,3.6666666666666665,16.333333333333332,0.0
20,2011-03-04,Bulls,,Rasual Butler,placed on IL,2446,1610612741,Bulls,,,,,,,,,,,,,,,,10.045833333333333,3.0,0.18325000000000002,1.25,0.375,0.25,0.0,0.75,0.25,0.0,0.0,0.5,0.5,2.75,-0.5
21,2011-03-11,Bulls,,Carlos Boozer,placed on IL with sprained left ankle,2430,1610612741,Bulls,26.466666666666665,9.0,0.444,0.0,0.0,2.0,1.0,7.0,1.0,0.0,1.0,3.0,4.0,10.0,14.0,31.176666666666666,13.6,0.39860000000000007,0.0,0.0,3.0,0.6,9.0,1.4,0.6,0.2,2.6,2.8,13.2,6.6
22,2011-03-15,Bulls,,Joakim Noah,flu (DNP),201149,1610612741,Bulls,,,,,,,,,,,,,,,,31.9,7.4,0.4258,0.0,0.0,2.6,0.30280000000000007,10.8,1.8,0.6,1.6,1.8,3.6,9.0,9.8
23,2011-03-21,Bulls,,Brian Scalabrine,placed on IL,2243,1610612741,Bulls,,,,,,,,,,,,,,,,2.658333333333333,2.0,0.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5
24,2011-03-21,Bulls,,Jannero Pargo,placed on IL,2457,1610612741,Bulls,,,,,,,,,,,,,,,,4.305555555555556,1.6666666666666667,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333
25,2011-03-21,Bulls,,John Lucas III,placed on IL,101249,1610612741,Bulls,5.683333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,7.283333333333334,3.6,0.3734,1.8,0.2,0.4,0.0,0.4,0.8,0.0,0.0,0.2,0.6,2.6,1.0
26,2011-03-30,Bulls,,Joakim Noah,placed on IL with sprained right ankle,201149,1610612741,Bulls,36.56666666666667,7.0,0.429,0.0,0.0,8.0,0.5,13.0,1.0,3.0,3.0,0.0,4.0,10.0,-6.0,30.53666666666667,6.8,0.633,0.0,0.0,2.4,0.8,6.8,0.8,0.4,0.8,1.2,3.8,11.2,7.4
27,2011-04-05,Bulls,,Brian Scalabrine,placed on IL,2243,1610612741,Bulls,,,,,,,,,,,,,,,,4.2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,2011-04-13,Bulls,,Ronnie Brewer,sprained left thumb (DNP),200758,1610612741,Bulls,8.516666666666667,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.0,20.45333333333333,6.8,0.4358000000000001,1.0,0.2,1.6,0.55,4.0,3.4,1.4,0.2,0.8,0.0,7.6,5.8
29,2011-04-16,Bulls,,Jannero Pargo,placed on IL,2457,1610612741,Bulls,,,,,,,,,,,,,,,,4.305555555555556,1.6666666666666667,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333
30,2011-04-16,Bulls,,John Lucas III,placed on IL,101249,1610612741,Bulls,,,,,,,,,,,,,,,,5.0200000000000005,1.8,0.33340000000000003,0.8,0.2,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.4,1.8,-1.5
31,2011-05-25,Bulls,,Omer Asik,stress fracture in left fibula (out for season),201600,1610612741,Bulls,1.8833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-9.0,16.623333333333335,1.6,0.33340000000000003,0.0,0.0,1.2,0.3,2.4,0.0,0.2,0.8,1.0,2.0,2.0,5.4
32,2011-05-26,Bulls,,Omer Asik,placed on IL with stress fracture in left fibula (out for season),201600,1610612741,Bulls,1.8833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-9.0,16.623333333333335,1.6,0.33340000000000003,0.0,0.0,1.2,0.3,2.4,0.0,0.2,0.8,1.0,2.0,2.0,5.4
33,2012-01-01,Bulls,,Richard Hamilton,sore left groin (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,28.843333333333334,13.0,0.44060000000000005,1.4,0.3,0.2,0.2,3.6,3.2,0.8,0.0,1.8,2.6,12.2,1.75
34,2012-01-03,Bulls,,C.J. Watson,sprained left elbow (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,13.573333333333334,6.4,0.3124,2.6,0.33340000000000003,1.2,0.3,1.6,3.4,1.2,0.0,1.4,1.8,6.2,-1.2
35,2012-01-04,Bulls,,C.J. Watson,sprained left elbow (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,13.795833333333334,6.5,0.30725,2.5,0.25,1.5,0.375,1.75,3.75,1.0,0.0,1.5,2.0,6.25,0.0
36,2012-01-07,Bulls,,C.J. Watson,sprained left elbow (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,9.658333333333331,4.5,0.25,1.0,0.0,0.0,0.0,0.0,2.5,0.5,0.0,2.0,1.0,2.0,-5.0
37,2012-01-09,Bulls,,C.J. Watson,sprained left elbow (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,12.166666666666664,4.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,4.0,-3.0
38,2012-01-10,Bulls,,C.J. Watson,sprained left elbow (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2012-01-11,Bulls,,C.J. Watson,placed on IL with sprained left elbow,201228,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2012-01-11,Bulls,,Derrick Rose,sprained left big toe (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,36.36,16.2,0.44020000000000004,5.2,0.2,4.4,0.8714000000000001,3.6,9.0,1.2,0.6,3.4,0.6,19.8,2.6
41,2012-01-11,Bulls,,Richard Hamilton,sore left groin (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,31.516666666666666,9.0,0.556,1.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,3.0,2.0,14.0,14.0
42,2012-01-16,Bulls,,Derrick Rose,sprained left big toe / turf toe (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,38.82083333333333,19.75,0.45599999999999996,6.5,0.33325,4.5,0.866,3.0,9.25,1.0,0.5,2.25,1.0,24.0,13.0
43,2012-01-16,Bulls,,Richard Hamilton,placed on IL with sore left groin,1888,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2012-01-17,Bulls,,Derrick Rose,placed on IL with sprained left big toe / turf toe,201565,1610612741,Bulls,,,,,,,,,,,,,,,,38.82083333333333,19.75,0.45599999999999996,6.5,0.33325,4.5,0.866,3.0,9.25,1.0,0.5,2.25,1.0,24.0,13.0
45,2012-01-21,Bulls,,Joakim Noah,sprained left ankle (DNP),201149,1610612741,Bulls,,,,,,,,,,,,,,,,29.406666666666666,7.4,0.437,0.2,0.0,1.2,0.2,10.4,1.0,0.4,1.6,1.0,1.2,7.4,9.6
46,2012-01-21,Bulls,,John Lucas III,strained left groin (DNP),101249,1610612741,Bulls,,,,,,,,,,,,,,,,14.39,6.0,0.2754,2.0,0.3666,1.0,0.2666,0.8,1.4,0.4,0.0,0.8,1.0,5.4,-1.2
47,2012-01-21,Bulls,,Taj Gibson,sprained left ankle (DNP),201959,1610612741,Bulls,6.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,20.98333333333333,6.6,0.5721999999999999,0.0,0.0,3.2,0.7,5.4,0.0,0.6,1.4,1.2,0.6,9.8,2.2
48,2012-01-23,Bulls,,Luol Deng,torn ligament in left wrist (DNP),2736,1610612741,Bulls,,,,,,,,,,,,,,,,35.513333333333335,14.8,0.4882000000000001,2.4,0.42000000000000004,3.8,0.76,6.0,2.8,1.8,0.6,2.0,1.2,18.4,10.8
49,2012-01-23,Bulls,,Taj Gibson,placed on IL with sprained left ankle,201959,1610612741,Bulls,6.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,20.98333333333333,6.6,0.5721999999999999,0.0,0.0,3.2,0.7,5.4,0.0,0.6,1.4,1.2,0.6,9.8,2.2
50,2012-01-25,Bulls,,Luol Deng,torn ligament in left wrist (DNP),2736,1610612741,Bulls,,,,,,,,,,,,,,,,34.762499999999996,14.5,0.50075,2.5,0.525,4.0,0.95,7.0,3.0,2.0,0.5,1.75,1.25,19.5,11.5
51,2012-01-27,Bulls,,Luol Deng,placed on IL with torn ligament in left wrist,2736,1610612741,Bulls,,,,,,,,,,,,,,,,34.762499999999996,14.5,0.50075,2.5,0.525,4.0,0.95,7.0,3.0,2.0,0.5,1.75,1.25,19.5,11.5
52,2012-01-27,Bulls,,Richard Hamilton,bruised thigh / groin injury (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,31.78333333333334,14.4,0.516,2.2,0.2466,1.6,0.5599999999999999,2.0,4.6,0.2,0.0,1.6,2.6,16.6,10.8
53,2012-01-29,Bulls,,C.J. Watson,wrist injury (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,21.096666666666664,8.0,0.3638,3.4,0.4,2.4,0.5666,1.4,4.4,0.8,0.0,1.2,2.2,9.4,4.8
54,2012-02-01,Bulls,,Richard Hamilton,right thigh injury (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,38.99444444444444,17.333333333333332,0.39166666666666666,3.0,0.24433333333333337,3.0,0.5166666666666667,3.6666666666666665,5.0,1.0,0.0,2.6666666666666665,3.6666666666666665,16.666666666666668,6.333333333333333
55,2012-02-02,Bulls,,Richard Hamilton,right thigh injury (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,37.31666666666666,18.0,0.275,2.0,0.1665,4.5,0.775,3.5,2.5,1.5,0.0,3.0,3.5,14.0,-1.0
56,2012-02-04,Bulls,,Richard Hamilton,placed on IL with right thigh injury,1888,1610612741,Bulls,,,,,,,,,,,,,,,,36.41666666666666,16.0,0.25,1.0,0.0,4.0,0.75,5.0,2.0,3.0,0.0,5.0,4.0,11.0,2.0
57,2012-02-06,Bulls,,Richard Hamilton,right thigh injury (DNP) (Fox),1888,1610612741,Bulls,,,,,,,,,,,,,,,,36.41666666666666,16.0,0.25,1.0,0.0,4.0,0.75,5.0,2.0,3.0,0.0,5.0,4.0,11.0,2.0
58,2012-02-08,Bulls,,Richard Hamilton,right thigh injury (DNP) (Fox),1888,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2012-02-10,Bulls,,Derrick Rose,strained lower back (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,27.820000000000004,15.0,0.5316,3.2,0.2658,2.6,0.4,3.4,7.6,0.6,0.2,1.8,0.6,17.2,8.0
60,2012-02-10,Bulls,,Richard Hamilton,right thigh injury (DNP) (Fox),1888,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2012-02-12,Bulls,,Derrick Rose,strained lower back (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,27.008333333333336,14.5,0.54675,3.5,0.20725,2.5,0.41675,4.0,8.0,0.5,0.25,1.25,0.75,17.0,14.25
62,2012-02-12,Bulls,,Richard Hamilton,right thigh injury (DNP) (Fox),1888,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2012-02-14,Bulls,,Derrick Rose,strained lower back (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,22.694444444444446,10.666666666666666,0.575,3.0,0.143,0.3333333333333333,0.3333333333333333,4.0,6.333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,12.0,18.666666666666668
64,2012-02-16,Bulls,,Derrick Rose,strained lower back (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,16.51666666666667,4.0,0.6335,1.0,0.0,0.0,0.0,2.5,3.0,0.5,0.0,1.5,1.5,5.0,19.0
65,2012-02-16,Bulls,,Richard Hamilton,placed on IL with right thigh injury,1888,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2012-02-18,Bulls,,Derrick Rose,strained lower back (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,22.36666666666667,5.0,0.6,1.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,1.0,1.0,6.0,28.0
67,2012-02-20,Bulls,,C.J. Watson,placed on IL with concussion (F),201228,1610612741,Bulls,26.016666666666666,9.0,0.333,3.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,10.0,-19.0,29.516666666666662,12.4,0.3028,4.2,0.3524,2.0,0.25,2.4,4.0,1.4,0.2,2.0,2.4,10.4,4.4
68,2012-02-22,Bulls,,C.J. Watson,DNP (P),201228,1610612741,Bulls,26.016666666666666,9.0,0.333,3.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,10.0,-19.0,29.516666666666662,12.4,0.3028,4.2,0.3524,2.0,0.25,2.4,4.0,1.4,0.2,2.0,2.4,10.4,4.4
69,2012-02-22,Bulls,,C.J. Watson,placed on IL (F),201228,1610612741,Bulls,26.016666666666666,9.0,0.333,3.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,10.0,-19.0,29.516666666666662,12.4,0.3028,4.2,0.3524,2.0,0.25,2.4,4.0,1.4,0.2,2.0,2.4,10.4,4.4
70,2012-03-05,Bulls,,C.J. Watson,left ankle injury (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,16.82,6.0,0.4050000000000001,2.4,0.2,1.2,0.3,1.4,2.8,0.6,0.0,1.8,1.2,7.2,-3.6
71,2012-03-07,Bulls,,C.J. Watson,sprained left ankle (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,14.520833333333332,5.25,0.42300000000000004,2.25,0.25,0.5,0.125,1.5,3.0,0.5,0.0,1.5,1.25,6.5,0.25
72,2012-03-07,Bulls,,Richard Hamilton,right shoulder injury (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,14.466666666666669,5.4,0.36340000000000006,0.4,0.0,0.4,0.2,1.4,1.8,0.2,0.0,1.0,0.2,5.0,3.8
73,2012-03-08,Bulls,,C.J. Watson,sore left ankle (DNP),201228,1610612741,Bulls,,,,,,,,,,,,,,,,16.966666666666665,6.333333333333333,0.5640000000000001,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.16666666666666666,2.0,3.3333333333333335,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,8.666666666666666,4.333333333333333
74,2012-03-08,Bulls,,Richard Hamilton,sore right shoulder (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,13.870833333333334,5.5,0.35425,0.25,0.0,0.25,0.0,1.25,1.0,0.25,0.0,0.5,0.25,5.0,2.0
75,2012-03-10,Bulls,,Joakim Noah,illness (DNP),201149,1610612741,Bulls,,,,,,,,,,,,,,,,34.04,8.2,0.5086,0.0,0.0,3.2,0.6,12.2,2.4,1.0,1.2,1.8,2.8,11.0,9.4
76,2012-03-10,Bulls,,Luol Deng,torn ligament in left wrist (DNP),2736,1610612741,Bulls,,,,,,,,,,,,,,,,40.12,11.0,0.4074,4.6,0.5399999999999999,2.2,0.6,4.0,3.8,1.0,0.4,2.0,1.8,13.8,10.8
77,2012-03-10,Bulls,,Richard Hamilton,right shoulder injury (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,13.31111111111111,4.666666666666667,0.4306666666666667,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,6.0,5.333333333333333
78,2012-03-12,Bulls,,Luol Deng,torn ligament in left wrist (DNP),2736,1610612741,Bulls,,,,,,,,,,,,,,,,41.90416666666667,10.25,0.34850000000000003,4.75,0.42499999999999993,2.25,0.5,3.5,3.75,1.0,0.5,2.5,2.25,11.25,10.0
79,2012-03-12,Bulls,,Richard Hamilton,right shoulder injury (DNP),1888,1610612741,Bulls,,,,,,,,,,,,,,,,9.958333333333332,3.0,0.3335,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,4.0,4.5
80,2012-03-14,Bulls,,Derrick Rose,sore groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,36.54666666666667,20.4,0.38039999999999996,5.0,0.2332,8.0,0.6652,4.8,9.8,0.6,0.8,3.4,0.8,23.2,3.8
81,2012-03-14,Bulls,,Richard Hamilton,placed on IL with right shoulder injury,1888,1610612741,Bulls,,,,,,,,,,,,,,,,9.958333333333332,3.0,0.3335,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,4.0,4.5
82,2012-03-16,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,38.462500000000006,21.5,0.39725,4.75,0.1665,9.5,0.8315,5.0,10.0,0.75,0.75,3.75,0.5,25.75,1.25
83,2012-03-17,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,38.18888888888889,21.333333333333332,0.4083333333333334,4.666666666666667,0.222,8.0,0.7753333333333333,4.0,9.666666666666666,0.6666666666666666,0.6666666666666666,3.6666666666666665,0.6666666666666666,24.333333333333332,1.6666666666666667
84,2012-03-19,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,39.05833333333334,21.0,0.476,4.0,0.1665,10.0,0.788,4.0,10.0,0.5,0.5,5.0,0.5,28.0,8.0
85,2012-03-21,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,42.71666666666667,29.0,0.414,6.0,0.333,9.0,0.667,6.0,7.0,0.0,0.0,4.0,1.0,32.0,6.0
86,2012-03-24,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2012-03-24,Bulls,,Richard Hamilton,right shoulder injury (DNP) (F),1888,1610612741,Bulls,,,,,,,,,,,,,,,,1.3833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2012-03-26,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2012-03-26,Bulls,,Richard Hamilton,right shoulder injury (DNP) (F),1888,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2012-03-28,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2012-03-28,Bulls,,Richard Hamilton,right shoulder injury (DNP) (F),1888,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2012-03-30,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2012-04-01,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2012-04-02,Bulls,,Derrick Rose,strained groin (DNP),201565,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2012-04-05,Bulls,,Derrick Rose,placed on IL with strained groin,201565,1610612741,Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2012-04-08,Bulls,,Brian Scalabrine,placed on IL,2243,1610612741,Bulls,,,,,,,,,,,,,,,,5.875,0.5,0.0,0.0,0.0,1.0,0.25,1.5,0.5,1.0,0.5,0.0,0.0,0.5,7.0
97,2012-04-10,Bulls,,Derrick Rose,placed on IL with sprained right ankle,201565,1610612741,Bulls,38.61666666666667,26.0,0.308,8.0,0.5,12.0,0.75,6.0,4.0,1.0,1.0,8.0,1.0,29.0,-5.0,,,,,,,,,,,,,,,
98,2012-04-12,Bulls,,Brian Scalabrine,placed on IL,2243,1610612741,Bulls,,,,,,,,,,,,,,,,5.875,0.5,0.0,0.0,0.0,1.0,0.25,1.5,0.5,1.0,0.5,0.0,0.0,0.5,7.0
