Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
1060194964351660033,"According to NBC News, Voters Nationwide Disapprove of the so-called Mueller Investigation (46%) more than they Approve (41%). You mean they are finally beginning to understand what a disgusting Witch Hunt, led by 17 Angry Democrats, is all about!",Donald J. Trump,realDonaldTrump,Wed Nov 07 15:39:11 +0000 2018,117565,26579,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060256619383193601,"We are pleased to announce that Matthew G. Whitaker, Chief of Staff to Attorney General Jeff Sessions at the Department of Justice, will become our new Acting Attorney General of the United States. He will serve our Country well....",Donald J. Trump,realDonaldTrump,Wed Nov 07 19:44:11 +0000 2018,116096,27740,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060256623439110146,"....We thank Attorney General Jeff Sessions for his service, and wish him well! A permanent replacement will be nominated at a later date.",Donald J. Trump,realDonaldTrump,Wed Nov 07 19:44:12 +0000 2018,85304,18598,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,0
1060511925883285504,"I have been fully briefed on the terrible shooting in California. Law Enforcement and First Responders, together with the FBI, are on scene. 13 people, at this time, have been reported dead. Likewise, the shooter is dead, along with the first police officer to enter the bar....",Donald J. Trump,realDonaldTrump,Thu Nov 08 12:38:41 +0000 2018,90468,18759,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060515116700045312,"....Great bravery shown by police. California Highway Patrol was on scene within 3 minutes, with first officer to enter shot numerous times. That Sheriff’s Sergeant died in the hospital. God bless all of the victims and families of the victims. Thank you to Law Enforcement.",Donald J. Trump,realDonaldTrump,Thu Nov 08 12:51:21 +0000 2018,122275,23190,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060723241193484288,Law Enforcement is looking into another big corruption scandal having to do with Election Fraud in #Broward and Palm Beach. Florida voted for Rick Scott!,Donald J. Trump,realDonaldTrump,Fri Nov 09 02:38:22 +0000 2018,128864,38463,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,0
1060908430062481408,“Presidential Proclamation Addressing Mass Migration Through the Southern Border of the United States” https://t.co/9blzn1XGyS,Donald J. Trump,realDonaldTrump,Fri Nov 09 14:54:15 +0000 2018,53520,16149,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,0
1060923822851874816,.@BrianKempGA ran a great race in Georgia – he won. It is time to move on!,Donald J. Trump,realDonaldTrump,Fri Nov 09 15:55:25 +0000 2018,81633,19045,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,1
1060924708101644288,You mean they are just now finding votes in Florida and Georgia – but the Election was on Tuesday? Let’s blame the Russians and demand an immediate apology from President Putin!,Donald J. Trump,realDonaldTrump,Fri Nov 09 15:58:56 +0000 2018,144646,38876,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060938144336367616,"As soon as Democrats sent their best Election stealing lawyer, Marc Elias, to Broward County they miraculously started finding Democrat votes. Don’t worry, Florida - I am sending much better lawyers to expose the FRAUD!",Donald J. Trump,realDonaldTrump,Fri Nov 09 16:52:19 +0000 2018,129615,40902,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060942600994050048,"Jeff Flake(y) doesn’t want to protect the Non-Senate confirmed Special Counsel, he wants to protect his future after being unelectable in Arizona for the “crime” of doing a terrible job! A weak and ineffective guy!",Donald J. Trump,realDonaldTrump,Fri Nov 09 17:10:02 +0000 2018,80693,19259,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060949297900834816,"Rick Scott was up by 50,000+ votes on Election Day, now they “found” many votes and he is only up 15,000 votes. “The Broward Effect.” How come they never find Republican votes?",Donald J. Trump,realDonaldTrump,Fri Nov 09 17:36:38 +0000 2018,108548,31588,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060958713047961600,Mayor Gillum conceded on Election Day and now Broward County has put him “back into play.” Bill Nelson conceded Election - now he’s back in play!? This is an embarrassment to our Country and to Democracy!,Donald J. Trump,realDonaldTrump,Fri Nov 09 18:14:03 +0000 2018,123344,33580,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060960329876697088,"In the 2016 Election I was winning by so much in Florida that Broward County, which was very late with vote tabulation and probably getting ready to do a “number,” couldn’t do it because not enough people live in Broward for them to falsify a victory!",Donald J. Trump,realDonaldTrump,Fri Nov 09 18:20:28 +0000 2018,82570,21711,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1060964991510110208,Thank you @marcorubio for helping to expose the potential corruption going on with respect to Election Theft in Broward and Palm Beach Counties. The WORLD is now watching closely!,Donald J. Trump,realDonaldTrump,Fri Nov 09 18:39:00 +0000 2018,102014,27908,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,1
1060993836984324096,"Just out — in Arizona, SIGNATURES DON’T MATCH. Electoral corruption - Call for a new Election? We must protect our Democracy!",Donald J. Trump,realDonaldTrump,Fri Nov 09 20:33:37 +0000 2018,158794,48083,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061003186125856769,"President Macron of France has just suggested that Europe build its own military in order to protect itself from the U.S., China and Russia. Very insulting, but perhaps Europe should first pay its fair share of NATO, which the U.S. subsidizes greatly!",Donald J. Trump,realDonaldTrump,Fri Nov 09 21:10:46 +0000 2018,141723,37191,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061104224090628097,"Matthew G. Whitaker is a highly respected former U.S. Attorney from Iowa. He was chosen by Jeff Sessions to be his Chief of Staff. I did not know Mr. Whitaker. Likewise, as Chief, I did not know Mr. Whitaker except primarily as he traveled with A.G. Sessions. No social contact...",Donald J. Trump,realDonaldTrump,Sat Nov 10 03:52:16 +0000 2018,73055,17170,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061107399426220037,"....Mr. Whitaker is very highly thought of by @SenJoniErnst, Senator @ChuckGrassley, Ambassador @TerryBranstad, Leonard Leo of Federalist Society, and many more. I feel certain he will make an outstanding Acting Attorney General!",Donald J. Trump,realDonaldTrump,Sat Nov 10 04:04:53 +0000 2018,58315,13644,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,3
1061168803218948096,"There is no reason for these massive, deadly and costly forest fires in California except that forest management is so poor. Billions of dollars are given each year, with so many lives lost, all because of gross mismanagement of the forests. Remedy now, or no more Fed payments!",Donald J. Trump,realDonaldTrump,Sat Nov 10 08:08:52 +0000 2018,120871,27056,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061171030801158146,"I am in Paris getting ready to celebrate the end of World War One. Is there anything better to celebrate than the end of a war, in particular that one, which was one of the bloodiest and worst of all time?",Donald J. Trump,realDonaldTrump,Sat Nov 10 08:17:44 +0000 2018,135064,23154,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061259607086112769,Happy 243rd Birthday to our GREAT U.S. Marine Corps🇺🇸 https://t.co/1cPtoMfmxP,Donald J. Trump,realDonaldTrump,Sat Nov 10 14:09:42 +0000 2018,98793,22174,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,0,0,0
1061334384337399808,Had very productive meetings and calls for our Country today. Meeting tonight with World Leaders!,Donald J. Trump,realDonaldTrump,Sat Nov 10 19:06:50 +0000 2018,84411,15054,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061335051294728194,Trying to STEAL two big elections in Florida! We are watching closely!,Donald J. Trump,realDonaldTrump,Sat Nov 10 19:09:29 +0000 2018,114839,29087,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061382890100002817,"More than 4,000 are fighting the Camp and Woolsey Fires in California that have burned over 170,000 acres. Our hearts are with those fighting the fires, the 52,000 who have evacuated, and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.",Donald J. Trump,realDonaldTrump,Sat Nov 10 22:19:35 +0000 2018,114979,23230,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061383163811893248,"These California fires are expanding very, very quickly (in some cases 80-100 acres a minute). If people don’t evacuate quickly, they risk being overtaken by the fire. Please listen to evacuation orders from State and local officials!",Donald J. Trump,realDonaldTrump,Sat Nov 10 22:20:40 +0000 2018,84533,19485,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061554334276747264,"With proper Forest Management, we can stop the devastation constantly going on in California. Get Smart!",Donald J. Trump,realDonaldTrump,Sun Nov 11 09:40:50 +0000 2018,103877,21018,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061623758161625089,"On this Veterans Day — the 100th Anniversary of the end of WWI, we honor the brave HEROES who fought for America in the Great War, and every Veteran who has worn the uniform and kept our Nation Safe, Strong and FREE! https://t.co/zBvvYRR7XE https://t.co/YO06ztfvNm",Donald J. Trump,realDonaldTrump,Sun Nov 11 14:16:42 +0000 2018,74643,19128,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,1,0,0
1061632874808520709,"Beautiful ceremony today in Paris commemorating the end of World War One. Many World leaders in attendance. Thank you to @EmmanuelMacron, President of France! Now off to Suresnes American Cemetery to make speech in honor of our great heroes! Then back to the U.S.A.",Donald J. Trump,realDonaldTrump,Sun Nov 11 14:52:56 +0000 2018,91856,17645,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,1
1061645679603400704,President Trump Attends the American Commemoration Ceremony at Suresnes American Cemetery https://t.co/P6PgE1zXuE,Donald J. Trump,realDonaldTrump,Sun Nov 11 15:43:49 +0000 2018,0,11865,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,0
1061650654194745344,"Poland, a great country - Congratulations on the 100th Anniversary of your Independence. I will never forget my time there! https://t.co/gEme6McF1x",Donald J. Trump,realDonaldTrump,Sun Nov 11 16:03:35 +0000 2018,104595,22627,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,0,0,0
1061724154339110912,Today we remember the brave actions of our troops and those of our allies during WWI. Honored to be spending this day honoring heroes in Paris. #VeteransDay https://t.co/NQoteCqecH,Donald J. Trump,realDonaldTrump,Sun Nov 11 20:55:38 +0000 2018,0,17565,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,Photo,0,1,0
1061840511026298880,"Exactly 100 years ago today, on November 11th, 1918, World War I came to an end. We are gathered together, at this hallowed resting place, to pay tribute to the brave Americans who gave their last breath in that mighty struggle.... https://t.co/JPUkOr4rW1",Donald J. Trump,realDonaldTrump,Mon Nov 12 04:38:00 +0000 2018,89632,19774,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Video,0,0,0
1061952604807274498,"Just returned from France where much was accomplished in my meetings with World Leaders. Never easy bringing up the fact that the U.S. must be treated fairly, which it hasn’t, on both Military and Trade. We pay for LARGE portions of other countries military protection,........",Donald J. Trump,realDonaldTrump,Mon Nov 12 12:03:25 +0000 2018,103240,22966,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061954325843468288,".....hundreds of billions of dollars, for the great privilege of losing hundreds of billions of dollars with these same countries on trade. I told them that this situation cannot continue - It is, and always has been, ridiculously unfair to the United States. Massive amounts.....",Donald J. Trump,realDonaldTrump,Mon Nov 12 12:10:16 +0000 2018,76694,17120,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061957074253418496,".....of money spent on protecting other countries, and we get nothing but Trade Deficits and Losses. It is time that these very rich countries either pay the United States for its great military protection, or protect themselves...and Trade must be made FREE and FAIR!",Donald J. Trump,realDonaldTrump,Mon Nov 12 12:21:11 +0000 2018,90620,20683,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1061962869376540672,"The Florida Election should be called in favor of Rick Scott and Ron DeSantis in that large numbers of new ballots showed up out of nowhere, and many ballots are missing or forged. An honest vote count is no longer possible-ballots massively infected. Must go with Election Night!",Donald J. Trump,realDonaldTrump,Mon Nov 12 12:44:13 +0000 2018,115295,32098,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062005636488142848,The prospect of Presidential Harassment by the Dems is causing the Stock Market big headaches!,Donald J. Trump,realDonaldTrump,Mon Nov 12 15:34:09 +0000 2018,79552,19073,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062020057616793600,"The California Fire Fighters, FEMA and  First Responders are amazing and very brave. Thank you and God Bless you all!",Donald J. Trump,realDonaldTrump,Mon Nov 12 16:31:27 +0000 2018,119400,21005,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062045654711713792,"American Cable Association has big problems with Comcast. They say that Comcast routinely violates Antitrust Laws. “These guys are acting much worse, and have much more potential for damage to consumers, than anything AT&amp;T-Time Warner would do.” Charlie Gasparino",Donald J. Trump,realDonaldTrump,Mon Nov 12 18:13:10 +0000 2018,65390,16685,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062047641889095684,"Hopefully, Saudi Arabia and OPEC will not be cutting oil production. Oil prices should be much lower based on supply!",Donald J. Trump,realDonaldTrump,Mon Nov 12 18:21:04 +0000 2018,72731,16837,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062153051459469312,I just approved an expedited request for a Major Disaster Declaration for the State of California. Wanted to respond quickly in order to alleviate some of the incredible suffering going on. I am with you all the way. God Bless all of the victims and families affected.,Donald J. Trump,realDonaldTrump,Tue Nov 13 01:19:55 +0000 2018,132090,26284,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062311785787744256,"Emmanuel Macron suggests building its own army to protect Europe against the U.S., China and Russia. But it was Germany in World Wars One &amp; Two - How did that work out for France? They were starting to learn German in Paris before the U.S. came along. Pay for NATO or not!",Donald J. Trump,realDonaldTrump,Tue Nov 13 11:50:41 +0000 2018,119035,33942,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062331024426913792,"On Trade, France makes excellent wine, but so does the U.S. The problem is that France makes it very hard for the U.S. to sell its wines into France, and charges big Tariffs, whereas the U.S. makes it easy for French wines, and charges very small Tariffs. Not fair, must change!",Donald J. Trump,realDonaldTrump,Tue Nov 13 13:07:08 +0000 2018,115138,26977,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062333534214520832,"The problem is that Emmanuel suffers from a very low Approval Rating in France, 26%, and an unemployment rate of almost 10%. He was just trying to get onto another subject. By the way, there is no country more Nationalist than France, very proud people-and rightfully so!........",Donald J. Trump,realDonaldTrump,Tue Nov 13 13:17:06 +0000 2018,104194,26744,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062333882610171907,......MAKE FRANCE GREAT AGAIN!,Donald J. Trump,realDonaldTrump,Tue Nov 13 13:18:29 +0000 2018,148493,38607,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062371844836261891,"By the way, when the helicopter couldn’t fly to the first cemetery in France because of almost zero visibility, I suggested driving. Secret Service said NO, too far from airport &amp; big Paris shutdown. Speech next day at American Cemetery in pouring rain! Little reported-Fake News!",Donald J. Trump,realDonaldTrump,Tue Nov 13 15:49:20 +0000 2018,116242,28800,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062382618870726656,"When will Bill Nelson concede in Florida? The characters running Broward and Palm Beach voting will not be able to “find” enough votes, too much spotlight on them now!",Donald J. Trump,realDonaldTrump,Tue Nov 13 16:32:09 +0000 2018,97556,24330,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062391577807601664,"The story in the New York Times concerning North Korea developing missile bases is inaccurate. We fully know about the sites being discussed, nothing new - and nothing happening out of the normal. Just more Fake News. I will be the first to let you know if things go bad!",Donald J. Trump,realDonaldTrump,Tue Nov 13 17:07:45 +0000 2018,119743,31699,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062429580521168896,We mourn for the lives lost and we pray for the victims of the California Wildfires. I want to thank the Firefighters and First Responders for their incredible courage in the face of grave danger.... https://t.co/3YQYZR8OzS,Donald J. Trump,realDonaldTrump,Tue Nov 13 19:38:45 +0000 2018,66221,14724,English,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,Video,0,0,0
1062450942707228672,"Today, we gathered for Diwali, a holiday observed by Buddhists, Sikhs, and Jains throughout the United States &amp; around the world. Hundreds of millions of people have gathered with family &amp; friends to light the Diya and to mark the beginning of a New Year. https://t.co/epHogpTY1A https://t.co/9LUwnhngWJ",Donald J. Trump,realDonaldTrump,Tue Nov 13 21:03:38 +0000 2018,48662,10596,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,1,0,0
1062455263247155200,"It was my great honor to host a celebration of Diwali, the Hindu Festival of Lights, in the Roosevelt Room at the @WhiteHouse this afternoon. Very, very special people! https://t.co/kQk7IvpSFo https://t.co/tYlBABg4JF",Donald J. Trump,realDonaldTrump,Tue Nov 13 21:20:48 +0000 2018,74582,16835,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,1,0,1
1062459010660622339,"“Boom: Record high business optimism, need for employees at 45-year high” https://t.co/jBFjEwAcfd",Donald J. Trump,realDonaldTrump,Tue Nov 13 21:35:42 +0000 2018,79280,21300,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,0
1062789364399390720,"Not seen in many years, America’s steelworkers get a hard-earned raise because of my Administration’s policies to help bring back the U.S. steel industry, which is critical to our National Security. I will always protect America and its workers!",Donald J. Trump,realDonaldTrump,Wed Nov 14 19:28:24 +0000 2018,96916,21308,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062791114716000258,"Was just briefed by @FEMA_Brock and @SecretaryZinke, who are in California. Thank you to the great Firefighters, First Responders and @FEMA for the incredible job they are doing w/ the California Wildfires. Our Nation appreciates your heroism, courage &amp; genius. God Bless you all!",Donald J. Trump,realDonaldTrump,Wed Nov 14 19:35:22 +0000 2018,58033,11936,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,2
1062796884648120320,"Just spoke to Governor Jerry Brown to let him know that we are with him, and the people of California, all the way!",Donald J. Trump,realDonaldTrump,Wed Nov 14 19:58:17 +0000 2018,96821,16035,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1062830145768165377,"I am grateful to be here today w/ Members of the House &amp; Senate who have poured their time, heart and energy into the crucial issue of Prison Reform. Working together w/ my Admin over the last two years, these members have reached a bipartisan agreement...https://t.co/wflidv2cZr",Donald J. Trump,realDonaldTrump,Wed Nov 14 22:10:27 +0000 2018,69169,16902,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,0
1062849316161753093,"Our pledge to hire American includes those leaving prison and looking for a very fresh start — new job, and new life. The legislation I am supporting today contains many significant reforms. Read more here: https://t.co/BwQ3qd9Fyk https://t.co/6DUY9KNTpR",Donald J. Trump,realDonaldTrump,Wed Nov 14 23:26:38 +0000 2018,64488,15888,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,Photo,1,0,0
1063038733673525248,"The White House is running very smoothly and the results for our Nation are obviously very good. We are the envy of the world. But anytime I even think about making changes, the FAKE NEWS MEDIA goes crazy, always seeking to make us look as bad as possible! Very dishonest!",Donald J. Trump,realDonaldTrump,Thu Nov 15 11:59:19 +0000 2018,103761,23912,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1063042585802039296,"The inner workings of the Mueller investigation are a total mess. They have found no collusion and have gone absolutely nuts. They are screaming and shouting at people, horribly threatening them to come up with the answers they want. They are a disgrace to our Nation and don’t...",Donald J. Trump,realDonaldTrump,Thu Nov 15 12:14:37 +0000 2018,105802,27310,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1063046973857718272,"....care how many lives the ruin. These are Angry People, including the highly conflicted Bob Mueller, who worked for Obama for 8 years. They won’t even look at all of the bad acts and crimes on the other side. A TOTAL WITCH HUNT LIKE NO OTHER IN AMERICAN HISTORY!",Donald J. Trump,realDonaldTrump,Thu Nov 15 12:32:03 +0000 2018,110060,27153,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1063081553075625984,"Universities will someday study what highly conflicted (and NOT Senate approved) Bob Mueller and his gang of Democrat thugs have done to destroy people. Why is he protecting Crooked Hillary, Comey, McCabe, Lisa Page &amp; her lover, Peter S, and all of his friends on the other side?",Donald J. Trump,realDonaldTrump,Thu Nov 15 14:49:28 +0000 2018,109268,28874,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
1063084073231544320,"The only “Collusion” is that of the Democrats with Russia and many others. Why didn’t the FBI take the Server from the DNC? They still don’t have it. Check out how biased Facebook, Google and Twitter are in favor of the Democrats. That’s the real Collusion!",Donald J. Trump,realDonaldTrump,Thu Nov 15 14:59:28 +0000 2018,106703,30031,English,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,0
